序号    词语          加入长度
1  转发微博  0.05789070694665624
2  南海仲裁  0.05466795397851405
3  中国  0.03085368284739921
4  南海  0.02146587069552575
5  菲律宾  0.020057284526796035
6  同意  0.019615650113889275
7  doge  0.018401032919724728
8  美国  0.01835251385327195
9  明天  0.017519479155453595
10  一点都不能少  0.017009905462236696
11  参与  0.016815480962030505
12  投票  0.016309895149139608
13  发起  0.01630385046612441
14  仲裁  0.016182474937307206
15  选项  0.01597400635961203
16  good  0.015165424250690361
17  国家  0.014414382467767939
18  岛礁  0.014353174384934922
19  表态  0.014078374132011245
20  群岛  0.013988077114553629
21  南沙  0.01389028345194142
22  50  0.013678773876840071
23  陈浩  0.01366457746525218
24  举手  0.013600543851988282
25  领土  0.013049809262014598
26  主权  0.011572072990838256
27  年轻  0.010418070099250828
28  支持  0.01017092613872155
29  微笑  0.0096859010997714
30  中华  0.009491533158082403
31  新闻  0.008934254568010037
32  祖国  0.008744087655981567
33  法医  0.008667376730426023
34  秦明  0.008667376730426023
35  外交部  0.008066656914978158
36  台湾  0.007797717824967102
37  哈哈哈  0.0077432618702949416
38  外国人  0.0075920904916010985
39  演习  0.007541410074417468
40  国际  0.007270139855777197
41  历史  0.007058050962589491
42  接受  0.007015264396611782
43  微博  0.006744967679526338
44  义勇军  0.006729520338822382
45  日本  0.006679338876705771
46  12日  0.006669473239484206
47  大战  0.006624418300948701
48  战争  0.006624418300948701
49  悲哀  0.006580329678860429
50  沙市  0.006525026698724911
51  cry  0.006500532231353971
52  裁决  0.006439877486286338
53  世界  0.006391414216733203
54  丸子  0.006357812777205815
55  军事  0.00632413089139961
56  分享  0.006165868011068022
57  独家  0.00606316762447948
58  联合国  0.0060492624662533846
59  和平  0.005878673138431723
60  立场  0.005843800808756525
61  期待  0.005644469563990784
62  西方  0.005513886714524195
63  逻辑  0.005501951367923556
64  拳头  0.005454101388158346
65  希望  0.0054338952085094035
66  国际法  0.005360492469018489
67  清晰  0.005325388334041821
68  今日  0.005089493859512662
69  威武  0.005080943710662591
70  文化  0.005006685293952183
71  反对  0.004965607311688889
72  7月  0.004752134973548068
73  见证  0.004726775606845396
74  厕所  0.0047013634194051504
75  公布  0.0046886374022777596
76  回复  0.004650379094397247
77  话筒  0.004645179252750952
78  同传君  0.004640710954682217
79  青年  0.00462480619966269
80  承认  0.004611999400945589
81  吃惊  0.004547759928725617
82  关注  0.004405202248930804
83  政府  0.004154798927131513
84  团结  0.004087984788457687
85  记者  0.004007281556386748
86  视频  0.003980250534993034
87  闹剧  0.003966710343587865
88  兔子  0.00393958023959141
89  出炉  0.00393958023959141
90  媒体  0.0038851190919583015
91  海军  0.0038440950454335927
92  客户  0.0038440950454335927
93  一点  0.0038029159557945893
94  捍卫  0.003789154769782044
95  政治  0.003747765611342701
96  面对  0.003747765611342701
97  转发  0.0037339337504953512
98  侵犯  0.0037062163143619237
99  航母  0.0036784266901313274
100  加油  0.0036784266901313274
101  我国  0.0035383709736594993
102  娱乐  0.0034959852965507675
103  平时  0.003424952441951173
104  维护  0.003310256968941361
105  回应  0.0032669056501918
106  当年  0.0032669056501918
107  网络  0.0032378991043718526
108  导弹  0.0031980074471482578
109  中方  0.003194228393186242
110  事情  0.003165005888469402
111  废纸  0.003165005888469402
112  大陆  0.0031356952474338924
113  军演  0.0031062954332044053
114  好久  0.0030915617553922215
115  一句  0.0030915617553922215
116  解决  0.003076805384218927
117  方式  0.003047224013336493
118  国土  0.003032398735228768
119  法庭  0.00301755020690141
120  吵架  0.0030026782848434344
121  挖鼻  0.0029429537259876497
122  最终  0.0029429537259876497
123  不见  0.0029429537259876497
124  拜拜  0.002939369240213545
125  飞扬  0.0029129472186500234
126  朋友  0.002897907368114461
127  喜欢  0.002841277583755456
