序号    词语          加入长度
1  转发微博  0.047344579762813505
2  南海仲裁  0.03831697198900327
3  中国  0.024154085061935837
4  菲律宾  0.023279562036443293
5  南海  0.02318898249914089
6  美国  0.017248703184827793
7  航天  0.01708987592121108
8  有理有据  0.016501476254429666
9  600855  0.016496069839402966
10  台湾  0.01565048789966045
11  good  0.0156131361689633
12  601989  0.015239075857074066
13  人民日报  0.014225778162119451
14  000519  0.014052324899467044
15  军工  0.01366196130836054
16  青年  0.012839166432818816
17  国际法  0.01252478314575143
18  600435  0.011793105963428443
19  仲裁  0.011630774833819125
20  主权  0.011627632439685837
21  铿锵有力  0.01077608789793155
22  紧张  0.010611595659680539
23  海军  0.01051981946728882
24  关注  0.010491479164205618
25  12日  0.010008835129658463
26  分享  0.009957846649765753
27  裁决  0.009626915920502178
28  600879  0.009586607891380074
29  7月  0.00954934615077999
30  新闻  0.009431990021840435
31  600343  0.009403048853642989
32  概念  0.009392815280065412
33  2016.7.11  0.009373848725010117
34  加剧  0.009163359520786984
35  国家  0.009109831726640134
36  军演  0.008956967895664724
37  区域  0.008911665211380029
38  视频  0.008655018553770417
39  国际  0.008183712815954801
40  文章  0.008164498584271242
41  大陆  0.007881249087215056
42  提升  0.00776414108402251
43  领土  0.007334531825653175
44  值得  0.007185780473261385
45  岛礁  0.007081519413778161
46  一张  0.007060562442398046
47  发射场  0.006876876094160984
48  废纸  0.006795576579814632
49  军事  0.006763393847500341
50  载人  0.006622954546604667
51  重工  0.006535723771057523
52  日本  0.006480886220429876
53  灯塔  0.006247822227386982
54  破坏  0.006214156711596578
55  导航  0.005906816671793666
56  微博  0.005860599086200028
57  自古以来  0.005852605898386147
58  发表  0.005814199028812299
59  10日  0.005749530777473537
60  江南  0.0057442524455776885
61  公布  0.005732553848884369
62  徐昕  0.005732553848884369
63  航母  0.005697387411235077
64  单方面  0.00567480230774359
65  世界  0.005673883916828961
66  导弹  0.005579390490084173
67  局势  0.005508009260369765
68  回复  0.005472151628258739
69  媒体  0.005448184012860956
70  政府  0.0054361813355306736
71  战争  0.005363898714349231
72  演习  0.005363898714349231
73  北方  0.0053439265960443716
74  今日  0.005339702038996717
75  11日  0.0053065196266420195
76  戴军  0.005266800202886989
77  客户  0.005254604002000242
78  官方  0.005242394579303646
79  合法  0.005197648149167024
80  发布  0.005119563903440812
81  天宫  0.005119563903440812
82  北京  0.0051072062467402935
83  二号  0.005082449677784754
84  市场  0.005070050675747411
85  凤凰  0.005032770254501164
86  解放军  0.005023983867581638
87  解读  0.005007846667632968
88  捍卫  0.004907584375311496
89  舰队  0.004907584375311496
90  清晰  0.004768204083897565
91  大型  0.004717072301584783
92  5座  0.004717072301584783
93  维护  0.004695638322479789
94  律师  0.004691414983305222
95  上将  0.004575188902315833
96  部署  0.0045100648645081684
97  博文  0.004496991671277846
98  阶段  0.004431380347279328
99  交通部  0.004416019012471042
100  义勇军  0.004366153646423463
101  群岛  0.0043297584256094266
102  支持  0.004285563542516555
103  信息  0.004272204819558793
104  我国  0.004249657327193807
105  坐镇  0.004232023894300887
106  故事  0.004191684304643262
107  形式  0.004178202170327697
108  和平  0.004151184042139388
109  描述  0.004110521046842661
110  接受  0.0040423819942319505
111  条理  0.0040423819942319505
112  越南  0.004028698348438848
113  电子  0.004019217495563888
114  太平  0.00398753424934395
115  相关  0.0038769183189989852
116  专家  0.003853289506616452
117  动力  0.003835113612717318
118  发光  0.003835113612717318
119  4座  0.0038211387327853875
120  韩国  0.003750960181651256
121  美军  0.003736862953218408
122  拳头  0.00367028407289431
123  否定  0.0036660636547733655
124  参与  0.003651840434337052
125  报道  0.0036233297800842023
126  建设  0.0035804016215914007
127  地区  0.0035516734263151208
128  明天  0.0033920588870910945
129  影响  0.0033920588870910945
130  利益  0.0033920588870910945
131  四位  0.0033627374341303564
132  发展  0.0033185766468013136
133  总统  0.0033185766468013136
134  舆论  0.0033185766468013136
135  中华  0.0033185766468013136
136  社会  0.0032890154653843393
137  霹雳  0.0032826603828707943
138  法庭  0.0032593564581220097
139  建立  0.0032593564581220097
140  最终  0.0032146820135898623
141  亚洲  0.003094430756249914
142  话筒  0.0030792820487297247
143  海洋  0.0030641067319268876
144  海域  0.0030378931047824157
145  请求  0.0030031359714204485
146  股份  0.0030031359714204485
147  洋人  0.0029724864531570634
148  手段  0.0029724864531570634
149  一点  0.002961337097941765
150  全球  0.0029571200330433763
151  技术  0.0029571200330433763
152  战略  0.0029263029491930735
153  历史  0.0029263029491930735
154  解决  0.002833163978152581
155  权益  0.002833163978152581
156  势力  0.002817538446291904
157  朋友  0.0028018831197735906
158  威武  0.002786197787305225
159  对抗  0.0027547362441930753
160  环球  0.0027547362441930753
161  希望  0.00273895959561159
162  西沙  0.0027073134255109145
163  事实  0.0026755418942455496
164  争议  0.0026596085313112037
165  民间  0.0026436431167511216
166  挑衅  0.002627645405919442
167  放弃  0.0026116151504070543
168  黄岩  0.002583670435082596
169  袁岳  0.0025633265733890323
170  旨在  0.0025471635766770176
171  el  0.0025309667336294904
