序号    词语          加入长度
1  转发微博  0.05032479388089708
2  南海仲裁  0.03714482072118184
3  中国  0.02564437243097414
4  菲律宾  0.025222930260711773
5  南海  0.024416266504483777
6  有理有据  0.021994773629029758
7  美国  0.018587263959610696
8  台湾  0.017816087513792517
9  good  0.017127890681933943
10  铿锵有力  0.01607704496399921
11  人民日报  0.014671954710644244
12  青年  0.014655240974982059
13  仲裁  0.011631436178364154
14  海军  0.011519442181234577
15  国际法  0.011368352409253877
16  主权  0.011169243129028424
17  新闻  0.010935385077796267
18  分享  0.010760713245555196
19  文章  0.009635141249915791
20  裁决  0.009604654003448164
21  军演  0.009497416865708258
22  7月  0.009482029215678403
23  12日  0.009425846974890196
24  视频  0.009154865703587376
25  国家  0.009139091302861975
26  航天  0.009012241247166158
27  值得  0.008624504194878197
28  国际  0.008542323837160871
29  岛礁  0.00840979562771252
30  关注  0.008021401498931735
31  大陆  0.007880717524451712
32  戴军  0.007866323189540135
33  紧张  0.007848981080559833
34  军工  0.007603797313888336
35  徐昕  0.007425855197589628
36  军事  0.007372002099438129
37  领土  0.007106558263069521
38  世界  0.006745637472787844
39  航母  0.006688885533696685
40  日本  0.006669912139254166
41  客户  0.00661282216817248
42  灯塔  0.0065554751541719355
43  回复  0.00642064830523368
44  加剧  0.006401269336558114
45  区域  0.006342952752316511
46  发表  0.0060870572643171505
47  政府  0.006027247811927631
48  媒体  0.0060072466831423916
49  破坏  0.0059671465804102715
50  交通部  0.005884152041543136
51  导弹  0.005866318556820206
52  上将  0.005703236429777519
53  单方面  0.0056880088463055044
54  公布  0.005600179951581113
55  清晰  0.005537917786660464
56  10日  0.005460618555740034
57  战争  0.005391358441024665
58  北京  0.005370272219382403
59  坐镇  0.005327985939161801
60  解放军  0.00532845327135033
61  废纸  0.005327985939161801
62  舰队  0.0052855465296129285
63  5座  0.0052855465296129285
64  局势  0.0052855465296129285
65  演习  0.0052642688881869
66  发布  0.005242952344213941
67  解读  0.005242952344213941
68  大型  0.005221596686277349
69  微博  0.005221596686277349
70  群岛  0.005185944506742514
71  一张  0.005135778604891039
72  越南  0.005135778604891039
73  凤凰  0.005092629210106308
74  霹雳  0.004932780826700588
75  提升  0.00480810837778527
76  故事  0.004741417060580884
77  形式  0.004741417060580884
78  律师  0.004741417060580884
79  条理  0.004741417060580884
80  支持  0.004719097585588015
81  太平  0.004719097585588015
82  描述  0.004651868141260466
83  4座  0.0046293670317673515
84  合法  0.0045460718310567465
85  部署  0.004538898258372671
86  捍卫  0.004538898258372671
87  发光  0.004470550572300446
88  博文  0.0044476718357742565
89  接受  0.004309366500769985
90  四位  0.0042861402633421
91  参与  0.004239534299518301
92  专家  0.004223325031631167
93  发展  0.004169236083727343
94  维护  0.004034369627482703
95  美军  0.004027200023491714
96  报道  0.003979416217362896
97  我国  0.0039385762391399405
98  社会  0.003907317697559465
99  和平  0.003883170316133424
100  总统  0.0038589648963078594
101  今日  0.003785995649509749
102  拳头  0.003695027550635629
103  否定  0.0036878612514920786
104  海洋  0.0036631738648542876
105  利益  0.003638423898216738
106  法庭  0.0035887340197118013
107  技术  0.0035887340197118013
108  最终  0.0035637929806868526
109  建设  0.00353878710681745
110  袁岳  0.00353878710681745
111  建立  0.00353878710681745
112  海域  0.003470538249234579
113  概念  0.0034381033123258445
114  韩国  0.0034381033123258445
115  旅游  0.0033363329934945367
116  关键  0.003285027199064253
117  黄岩  0.0032664277475765494
118  手段  0.0032592667096800108
119  请求  0.0032592667096800108
