序号    词语          加入长度
1  转发微博  0.057848202778762806
2  南海仲裁  0.05073846118365516
3  中国  0.030465752196967854
4  doge  0.02335497325404143
5  明天  0.02129628659110122
6  南海  0.019768228415819256
7  同意  0.019689169150536964
8  参与  0.01766235625116245
9  菲律宾  0.017384585534500115
10  good  0.017371202791261448
11  发起  0.01734101755546105
12  投票  0.017329417689260114
13  选项  0.016953622232899764
14  美国  0.01670205758247484
15  一点都不能少  0.01632306619712097
16  仲裁  0.015948057016086394
17  岛礁  0.014576162279667387
18  群岛  0.014144214975696838
19  南沙  0.014045112304068288
20  表态  0.014030906731165416
21  50  0.013916826094662728
22  陈浩  0.013902511222012548
23  举手  0.013830752862563252
24  国家  0.013170740240924262
25  年轻  0.013073419890321644
26  领土  0.012807850859652218
27  法医  0.011571361769281065
28  秦明  0.011571361769281065
29  主权  0.011455816980435914
30  微笑  0.010873533058355997
31  哈哈哈  0.010634260229675533
32  外国人  0.00938077525530536
33  演习  0.009187562841249651
34  历史  0.008388619659792894
35  台湾  0.008368620017378084
36  大战  0.008368620017378084
37  悲哀  0.008348594799905832
38  沙市  0.0082682364716034
39  丸子  0.008126604741370119
40  祖国  0.008024641997352975
41  支持  0.007942584542700377
42  中华  0.007588855857994187
43  cry  0.007582903870527205
44  独家  0.007546695047458245
45  微博  0.007525570478895279
46  期待  0.007504416317827569
47  接受  0.007096707831437637
48  逻辑  0.0070749366857807755
49  外交部  0.006832746118430498
50  清晰  0.006796639851122908
51  新闻  0.006766698706404305
52  军事  0.006474485262479989
53  国际  0.006360483416230677
54  见证  0.006291638114277232
55  日本  0.006268614571493792
56  同传君  0.006095112540975705
57  西方  0.00605967617993268
58  国际法  0.0060507489913433085
59  拳头  0.00584752841036965
60  吃惊  0.005752170245656623
61  世界  0.005704237459616526
62  话筒  0.0056715806739194964
63  文化  0.005542809804174978
64  厕所  0.00553510830410162
65  威武  0.005518471812430558
66  希望  0.005445187349453393
67  回复  0.0053884022650018005
68  战争  0.005314428533004813
69  青年  0.005314428533004813
70  兔子  0.005115071397913633
71  承认  0.005014214385310897
72  反对  0.004938039221260856
73  团结  0.004810039129232997
74  转发  0.0047325983424216945
75  立场  0.004602429496753047
76  面对  0.00454996729032217
77  裁决  0.004531344790240396
78  和平  0.00433777743849603
79  分享  0.00425720773893653
80  视频  0.00425720773893653
81  公布  0.004176072868593206
82  关注  0.004176072868593206
83  平时  0.004121662022564066
84  好久  0.004012050369702616
85  飞扬  0.004012050369702616
86  媒体  0.003956840376784828
87  吵架  0.003929132249224858
88  不见  0.0039013545430517
89  青椒  0.003873506625816486
90  记者  0.003817597570030978
