序号    词语          加入长度
1  南海仲裁  0.04165830504516592
2  一点都不能少  0.041273245917814685
3  菲律宾  0.03368450735072212
4  中国  0.03245731391550636
5  南海  0.024295940230772924
6  doge  0.026825402476493707
7  哈哈哈  0.048967843391318426
8  cry  0.02410037382326166
9  领土  0.01269968727477152
10  国家  0.012034528343459402
11  主权  0.010982148079001941
12  仲裁  0.011269853626188911
13  微笑  0.014495006144893454
14  good  0.020290646660370084
15  接受  0.012579300132437939
16  美国  0.012449224163038218
17  承认  0.010573069073621856
18  外交部  0.0070828835576382
19  祖国  0.008148910563362484
20  参与  0.010725116828794037
21  中华  0.008450382837917254
22  微博  0.007210661017034297
23  单方面  0.007135753782820273
24  支持  0.0060896096839347024
25  巴基斯坦  0.00696849983863319
26  日本  0.005868989460367794
27  历史  0.004761355507940116
28  国际  0.005093210019910599
29  新闻  0.0052855452518640825
30  朋友  0.004686573455529685
31  拜拜  0.006434538638165504
32  爸爸  0.00809952558964459
33  寸土不让  0.007502330308513348
34  世界  0.004953150115949697
35  😂  0.007494553574759071
36  喜欢  0.004897558358770965
37  裁决  0.004860852614859222
38  一点  0.005446196144080261
39  捍卫  0.005280122081741473
40  转发微博  0.06299597139400463
41  挖鼻  0.0045853272701746085
42  芒果  0.006483921164471801
43  和平  0.004856451172107949
44  拳头  0.006318755535202117
45  12日  0.004280711542382487
46  爱国  0.004619225488837329
47  视频  0.005005713016945749
48  共青团  0.005025135037356199
49  部长  0.004394217065986582
50  人民日报  0.0044708637421880665
51  政府  0.003972606505717548
52  我国  0.00447916558928439
53  怒骂  0.0043448342043289675
54  威武  0.005019780196257504
55  维护  0.0034565266451698244
56  评论  0.004173358535161922
57  香蕉  0.004838767777147493
58  华春莹  0.004093366245610448
59  自古以来  0.004360222800852275
60  pisces  0.003950782973704719
61  angelababy  0.009988150902289536
62  青年  0.004651773579377224
63  记者  0.0034590413550175253
64  吃惊  0.0037351343041923902
65  张艺兴  0.004676088489242052
66  感觉  0.0033938902650983136
67  可爱  0.0038554637937636194
68  联合国  0.003506767761297943
69  台湾  0.0037734313063623325
70  东西  0.0037060617688984797
71  回应  0.004723893037456648
72  智商  0.003955667846736107
73  一张  0.003339658149412491
74  关系  0.003146379296134766
75  执行  0.004027640902600578
76  穿越  0.006889902336692289
77  大人  0.003021462550383681
78  事件  0.003689500205525134
79  china  0.004102263323565615
80  分享  0.0033100999334643166
81  老师  0.0029184261121207315
82  同意  0.004505706328749195
83  侵犯  0.003283219206411755
84  一只  0.0031479936862821986
85  耿耿余  0.0031880639212257048
86  中华人民共和国  0.0032798381824232946
87  赵薇  0.003801369758363767
88  一寸  0.003389783799885307
89  霸气  0.0035555672937478866
90  国际法  0.0029478617695753617
91  希望  0.002955524266895507
92  地理  0.0034804156857785188
93  关注  0.003197568907580046
94  法庭  0.0029461384926706504
95  韩国  0.003174423352921787
96  道理  0.003475016980829591
97  疑问  0.0028102459838041274
98  转发  0.003034981944267643
99  鼓掌  0.0028949017038314563
100  0318  0.003038739186257922
101  娱乐  0.003158664260743961
102  7月  0.002923747225172122
103  厉害  0.002828372268252192
104  哼哼  0.0027871566542038593
105  刘诗诗  0.004712050878561987
106  有理有据  0.0033470612773166004
107  一条  0.003074047049545531
108  完整  0.003103673110389249
109  投票  0.003378410868210498
110  1987年  0.003323475671504746
111  少年  0.002931892284855753
112  无敌  0.002787613930982532
113  南沙  0.0031213468720158654
114  💪  0.003321404650949986
115  非法  0.0028489992880678014
116  小诗哥  0.0028882494061570254
117  hhhhhhhhhh  0.0033023841790494634
118  努力  0.002938143265025453
119  发起  0.0032617567582185754
120  海洋  0.002713540851258913
121  战争  0.002865992013512644
122  海牙  0.0028084719434092764
123  退让  0.0039170306668161545
124  回复  0.0028485955216593314
125  技能  0.0027531013827574117
126  500年  0.004573198716790283
127  陆慷  0.0027411594797302954
128  政治  0.0027639069846415584
129  军事  0.0027808540658014413
130  结婚  0.0031096661247073743
131  mdzz  0.002667074830315096
132  选项  0.003187244900130427
133  宪法  0.002708826997444421
134  话筒  0.0026753488440300686
135  klztd  0.007472393932123251
136  脑子  0.0026614998425668643
137  坚定不移  0.0026315472422434464
138  饼干  0.002697493371350447
139  holycrapbitc  0.0026054086644634144
140  巴恩斯  0.002678014188646287
141  寸土必争  0.002900051061539392
142  不可分割  0.0029024811312173236
143  一寸都不会让  0.002691282332968557
144  1986年  0.0026516421477614962
145  图片  0.0025861090377730356
146  大王  0.0025947832017923817
147  国防部  0.0026253454870025835
148  时间  0.0025745647256476736
149  洪磊  0.0026114964129905385
150  邓小平  0.0027082481602278816
151  实在  0.0025909406243337014
152  种花  0.002584341982533503
153  鹿晗  0.00257019260711676
154  excuse  0.002569754378174502
155  永远  0.0025559158321511234
156  真的  0.00253952581800234
157  发言人  0.002463574699691098
158  强势  0.0025577929563852433
159  无效  0.002446861183663173
160  真相  0.0024338046955511092
