序号    词语          加入长度
1  南海仲裁  0.04165830504516592
2  一点都不能少  0.041273245917814685
3  菲律宾  0.03368450735072212
4  中国  0.03245731391550636
5  南海  0.024295940230772924
6  doge  0.026825402476493707
7  哈哈哈  0.048967843391318426
8  cry  0.02410037382326166
9  领土  0.01269968727477152
10  国家  0.012034528343459402
11  主权  0.010982148079001941
12  微笑  0.014495006144893454
13  仲裁  0.011269853626188911
14  接受  0.012579300132437939
15  good  0.020290646660370084
16  美国  0.012449224163038218
17  承认  0.010573069073621856
18  祖国  0.008148910563362484
19  外交部  0.0070828835576382
20  参与  0.010725116828794037
21  中华  0.008450382837917254
22  微博  0.007210661017034297
23  单方面  0.007135753782820273
24  支持  0.0060896096839347024
25  巴基斯坦  0.00696849983863319
26  历史  0.004761355507940116
27  国际  0.005093210019910599
28  日本  0.005868989460367794
29  朋友  0.004686573455529685
30  新闻  0.0052855452518640825
31  😂  0.007494553574759071
32  拜拜  0.006434538638165504
33  世界  0.004953150115949697
34  寸土不让  0.007502330308513348
35  爸爸  0.00809952558964459
36  喜欢  0.004897558358770965
37  裁决  0.004860852614859222
38  一点  0.005446196144080261
39  捍卫  0.005280122081741473
40  挖鼻  0.0045853272701746085
41  转发微博  0.06299597139400463
42  爱国  0.004619225488837329
43  芒果  0.006483921164471801
44  和平  0.004856451172107949
45  人民日报  0.0044708637421880665
46  12日  0.004280711542382487
47  拳头  0.006318755535202117
48  我国  0.00447916558928439
49  共青团  0.005025135037356199
50  视频  0.005005713016945749
51  政府  0.003972606505717548
52  部长  0.004394217065986582
53  维护  0.0034565266451698244
54  怒骂  0.0043448342043289675
55  威武  0.005019780196257504
56  自古以来  0.004360222800852275
57  评论  0.004173358535161922
58  香蕉  0.004838767777147493
59  青年  0.004651773579377224
60  华春莹  0.004093366245610448
61  感觉  0.0033938902650983136
62  pisces  0.003950782973704719
63  angelababy  0.009988150902289536
64  吃惊  0.0037351343041923902
65  记者  0.0034590413550175253
66  东西  0.0037060617688984797
67  张艺兴  0.004676088489242052
68  可爱  0.0038554637937636194
69  台湾  0.0037734313063623325
70  联合国  0.003506767761297943
71  执行  0.004027640902600578
72  关系  0.003146379296134766
73  智商  0.003955667846736107
74  一张  0.003339658149412491
75  回应  0.004723893037456648
76  事件  0.003689500205525134
77  china  0.004102263323565615
78  侵犯  0.003283219206411755
79  老师  0.0029184261121207315
80  分享  0.0033100999334643166
81  关注  0.003197568907580046
82  希望  0.002955524266895507
83  大人  0.003021462550383681
84  一只  0.0031479936862821986
85  穿越  0.006889902336692289
86  中华人民共和国  0.0032798381824232946
87  耿耿余  0.0031880639212257048
88  霸气  0.0035555672937478866
89  一寸  0.003389783799885307
90  国际法  0.0029478617695753617
91  法庭  0.0029461384926706504
92  厉害  0.002828372268252192
93  娱乐  0.003158664260743961
94  少年  0.002931892284855753
95  地理  0.0034804156857785188
96  同意  0.004505706328749195
97  韩国  0.003174423352921787
98  完整  0.003103673110389249
99  赵薇  0.003801369758363767
100  疑问  0.0028102459838041274
101  转发  0.003034981944267643
102  一条  0.003074047049545531
103  7月  0.002923747225172122
104  0318  0.003038739186257922
105  鼓掌  0.0028949017038314563
106  政治  0.0027639069846415584
107  道理  0.003475016980829591
108  南沙  0.0031213468720158654
109  哼哼  0.0027871566542038593
110  投票  0.003378410868210498
111  1987年  0.003323475671504746
112  无敌  0.002787613930982532
113  非法  0.0028489992880678014
114  💪  0.003321404650949986
115  hhhhhhhhhh  0.0033023841790494634
116  战争  0.002865992013512644
117  海牙  0.0028084719434092764
118  回复  0.0028485955216593314
119  海洋  0.002713540851258913
120  小诗哥  0.0028882494061570254
121  发起  0.0032617567582185754
122  有理有据  0.0033470612773166004
123  努力  0.002938143265025453
124  退让  0.0039170306668161545
125  陆慷  0.0027411594797302954
126  脑子  0.0026614998425668643
127  刘诗诗  0.004712050878561987
128  技能  0.0027531013827574117
129  选项  0.003187244900130427
130  军事  0.0027808540658014413
131  实在  0.0025909406243337014
132  巴恩斯  0.002678014188646287
133  宪法  0.002708826997444421
134  真的  0.00253952581800234
135  永远  0.0025559158321511234
136  时间  0.0025745647256476736
137  mdzz  0.002667074830315096
138  饼干  0.002697493371350447
139  话筒  0.0026753488440300686
140  大王  0.0025947832017923817
141  结婚  0.0031096661247073743
142  不可分割  0.0029024811312173236
143  1986年  0.0026516421477614962
144  500年  0.004573198716790283
145  一寸都不会让  0.002691282332968557
146  寸土必争  0.002900051061539392
147  图片  0.0025861090377730356
148  鹿晗  0.00257019260711676
149  无效  0.002446861183663173
150  洪磊  0.0026114964129905385
151  真相  0.0024338046955511092
152  少女  0.00238722743820014
153  强势  0.0025577929563852433
154  坚定不移  0.0026315472422434464
155  确实  0.002420091990696885
156  种花  0.002584341982533503
157  发言人  0.002463574699691098
158  邓小平  0.0027082481602278816
159  八卦  0.0023569019438442755
160  holycrapbitc  0.0026054086644634144
161  👏  0.0025510498593133706
162  今日  0.0023737572995876127
163  发声  0.002383715606538568
164  excuse  0.002569754378174502
165  刘梓晨  0.00248465809078343
166  秦刚  0.002578362518904611
167  klztd  0.007472393932123251
168  south  0.002337816070066151
169  不容  0.0023986571747595096
170  国防部  0.0026253454870025835
171  总统  0.002413849472926068
172  cj  0.0023341777700639703
173  外国人  0.0025192579767000078
174  明星  0.0023454265217764062
175  666  0.0023506881123063488
176  感动  0.0023610122899032503
177  声明  0.0023357839046499332
178  tfboys  0.0023165988383381875
179  爱好  0.0026333749744269336
180  专用  0.002320834609343682
181  repost  0.004757288568301687
182  段子  0.0023148793847178615
183  全世界  0.0022864801663188814
184  黄子韬  0.0023366766492154516
185  郑州  0.0022835827041736622
186  闹剧  0.002267564675053528
187  turbo  0.0023726439094460807
188  办事  0.002353163477435072
189  一部分  0.0023196861472704533
190  释小龙  0.002555613432839166
191  俄罗斯  0.0022821402052445442
192  大学  0.0022828822474333234
193  影响  0.002244262392718173
194  重点  0.00228104999474252
195  想到  0.0022579492517404206
196  👍  0.0022594085164803946
197  响当当  0.0022628268250072373
198  马甲  0.002219913978348494
199  法律  0.0022206743057580887
200  后援  0.0022155678424912624
