序号    词语          加入长度
1  转发微博  0.06021554472860413
2  南海仲裁  0.057585594087228006
3  中国  0.03176324275879341
4  南海  0.021764433156392336
5  菲律宾  0.02009157390030423
6  同意  0.019459302913437733
7  美国  0.01855624212279174
8  doge  0.017347184269073904
9  仲裁  0.01654219447196284
10  参与  0.016424167406519207
11  一点都不能少  0.016360945229880675
12  明天  0.016236326749621065
13  发起  0.015920046413244467
14  投票  0.015910652987283926
15  选项  0.015635934222537735
16  good  0.015595763558244916
17  国家  0.015298305349908
18  岛礁  0.014107965124093775
19  表态  0.013918890546670427
20  群岛  0.013770382507272081
21  南沙  0.013620582761296244
22  领土  0.013582928470384956
23  50  0.013431483510235053
24  陈浩  0.013409739539275923
25  举手  0.013333419072360263
26  主权  0.011647363946440123
27  中华  0.0106933935914797
28  支持  0.010488272748696034
29  年轻  0.009953759937897759
30  微笑  0.009535724384777561
31  新闻  0.009019729225648327
32  祖国  0.008871107290935099
33  外交部  0.008172514960836033
34  国际  0.00810668144077671
35  法医  0.00802442873990187
36  秦明  0.00802442873990187
37  外国人  0.007343729737122449
38  台湾  0.007216531903277038
39  演习  0.007184894266660058
40  裁决  0.007171842579726176
41  接受  0.0071293678401097935
42  12日  0.007039045649452305
43  哈哈哈  0.006857823824987629
44  战争  0.006808050716606802
45  历史  0.00667754250561356
46  世界  0.006628300248412233
47  日本  0.0065953793489741935
48  今日  0.006496166064255965
49  和平  0.006446302804076895
50  微博  0.006412964389358099
51  分享  0.006320881902192089
52  大战  0.006295665127483482
53  悲哀  0.006278829099840235
54  沙市  0.006261973113803329
55  军事  0.006236651556135799
56  丸子  0.00603242686595484
57  立场  0.0060066884116349
58  拳头  0.005998098356210996
59  cry  0.0059477215658683275
60  义勇军  0.005895665271450906
61  独家  0.005781597014408137
62  联合国  0.005634973652358458
63  希望  0.005519976989063186
64  国际法  0.005501528985295042
65  寸土不让  0.005450368753477407
66  逻辑  0.005310878206612877
67  期待  0.005292785206377461
68  西方  0.005238355732416043
69  清晰  0.005213846644997249
70  威武  0.005094877613422485
71  7月  0.004962722561077866
72  公布  0.004934829829284759
73  承认  0.004916200460318619
74  闹剧  0.00490687546102419
75  厕所  0.004690460814171187
76  关注  0.004642909927301969
77  文化  0.004636168062301304
78  反对  0.004556849717460247
79  同传君  0.0045347764317278305
80  政府  0.004450828186791669
81  越来越  0.004445391669019765
82  回复  0.004431450638419208
83  话筒  0.004378716747471273
84  青年  0.004245767925881481
85  见证  0.004226050606229935
86  吃惊  0.004176610464354631
87  团结  0.004166697059824692
88  侵犯  0.004146844668403889
89  视频  0.004126957992695398
90  客户  0.004057081559684918
91  熊兔兔  0.0040452891781915185
92  政治  0.004027002849727964
93  媒体  0.004006905930297436
94  出炉  0.003966604392298329
95  一点  0.003916023123325258
96  记者  0.003885563942301613
97  捍卫  0.003844821159370562
98  加油  0.0038243932560791255
99  我国  0.0037936800401294126
100  转发  0.0037731566077939143
101  兔子  0.003721678239419784
102  海军  0.0036906734285220852
103  面对  0.003607553774837679
104  航母  0.003502730638433423
105  平时  0.0033755365159321513
106  海牙  0.0033434904332906704
107  最终  0.0033434904332906704
108  中方  0.003322070119520712
109  导弹  0.0032926427892692564
110  娱乐  0.0032683197470269776
111  维护  0.0032575350811758206
112  当年  0.0032359307740372632
113  军演  0.0032142795061925367
114  回应  0.0032142795061925367
115  拜拜  0.0032009814791365662
116  法庭  0.003181713680692071
117  废纸  0.003149039924556476
118  朋友  0.0031271967652986422
119  事情  0.0031271967652986422
120  解决  0.0030393295476814704
121  一句  0.0030282895881670463
122  国土  0.0029840015763229807
123  凤凰  0.0029395056181082146
124  网络  0.0029395056181082146
125  豺狼  0.0029395056181082146
126  吵架  0.002928348678214738
127  好久  0.002928348678214738
128  喜欢  0.002897585221603045
129  方式  0.0028947977711166026
130  爸爸  0.0028723631159023994
131  大陆  0.0028386087404011695
132  不见  0.0028386087404011695
133  一张  0.002827329707956073
134  一寸  0.002816036774410987
135  利益  0.002816036774410987
136  开战  0.0028047298702632496
137  挖鼻  0.002793408925311721
138  手机  0.002770724628636652
139  东西  0.0027023272335452483
140  完整  0.0026794112660770046
141  部署  0.0026679310282045334
142  发布  0.0026103040925088417
143  韩国  0.0026103040925088417
144  外交  0.0025987329814675395
145  飞扬  0.0025987329814675395
146  手工  0.0025871464333659714
147  黄岩  0.002540644140745524
