序号    词语          加入长度
1  长江沉船  0.07530847203661827
2  东方之星  0.06926216124693876
3  沉船事件  0.05578888490122983
4  沉船  0.039185473442177904
5  事故  0.037384274795084715
6  遇难  0.034936592723235266
7  最新  0.032642516187026474
8  长江  0.03217360354893577
9  救援  0.03082931850354056
10  新闻  0.02835238737711108
11  曝光  0.02532044953361066
12  船长  0.02414717804518135
13  相关  0.022563217512210267
14  状况  0.022343360431367868
15  信息  0.02209989415588056
16  百度  0.022035423868108597
17  396  0.020480837939664907
18  客轮  0.01995403375044199
19  人员  0.018642996861527667
20  首次  0.018381558655987746
21  幸存者  0.017912917390180316
22  人数  0.017657577395796535
23  消息  0.017501823237134513
24  331  0.015606626489131855
25  现场  0.015387429654820739
26  名单  0.014886070370901776
27  打捞  0.01425070039285342
28  中国  0.014099227891882088
29  小时  0.013172019465301566
30  遗物  0.012711787464965135
31  12个  0.012526811920204136
32  视频  0.012522993131150042
33  原因  0.012484267584485037
34  清理  0.012251919869240272
35  直播  0.01203247239168638
36  遗体  0.011985809613757793
37  倾覆  0.011286489067513469
38  工作  0.01096486155843982
39  潜水员  0.010744334662738867
40  龙卷风  0.010617033338206112
41  疑问  0.010558773643386914
42  客船  0.010390953106749019
43  2015年  0.01033174989060199
44  船体  0.01010148053902981
45  李克强  0.009940708931956095
46  乘客  0.009916741972100853
47  中心  0.009724125809986509
48  游客  0.009167962949078422
49  生死  0.009065014207096414
50  下落不明  0.009040689397307757
51  发生  0.009005662475320586
52  事件  0.008948202614047013
53  家属  0.008883598247371763
54  频道  0.00868658493801106
55  照片  0.00856179696095793
56  获救  0.0085255887997782
57  14  0.00836128992511771
58  图片  0.008326560455707442
59  事发  0.008209681919933806
60  微博  0.008179396516978948
61  生还  0.007981285946338425
62  搜狐  0.007825448433032862
63  逃生  0.007730505080993855
64  3岁  0.007631138217267163
65  完整  0.007573402272933496
66  女孩  0.00749579344055058
67  公布  0.007444518756538244
68  游轮  0.007347469314450842
69  凤凰  0.00708930585202185
70  沉没  0.0070226271817361305
71  458  0.006983843359465154
72  湖北  0.0069088654065743845
73  进展  0.006789189370420791
74  泰坦尼克号  0.006659321272007631
75  6月  0.006514866333306062
76  真相  0.006482471665159322
77  论坛  0.006467820489286567
78  在线  0.006213487719012077
79  找到  0.006211359967554124
80  回忆  0.006169811358624087
81  新闻网  0.006081148030658489
82  消防  0.006073508653427736
83  监利  0.006061697578203933
84  整体  0.006025133926454854
85  东方  0.0059866468251913085
86  专家  0.005904075624673822
87  位置  0.005784244457386197
88  财经  0.005705296016611493
89  张顺文  0.005674860657723772
90  扶正  0.005559474334552138
91  6.1  0.005553880450726081
92  发现  0.005530583458586188
93  狂风暴雨  0.005486435172291035
94  一等功  0.0053968307475902805
95  12  0.005352665196053056
96  妻子  0.005260055955157703
97  7年  0.005201019444106913
98  同船  0.005160005440102656
99  掌舵  0.005158864483139556
100  今日  0.005155441065630419
101  资讯  0.005095970856288561
102  露出  0.005093678567801962
103  国内  0.005089092879632628
104  指挥  0.00508794622593535
105  轮机长  0.004987298995846721
106  面孔  0.004965869752589746
107  救人  0.0049276470220241805
108  过程  0.0049113996004578305
109  人生  0.004905592346693232
110  翻船  0.004820527956954387
111  媒体  0.004820527956954387
112  水面  0.004802983798276
113  400余  0.004792795129021252
114  公司  0.004738462300963342
115  韩国  0.004628660691296247
116  确认  0.004545418953150813
117  图集  0.004544226014114738
118  切割  0.004501208613586062
119  还原  0.004490432382346637
120  旅行社  0.004343472718119757
121  持续  0.004331354964511543
122  天涯  0.004222984489704744
123  七张  0.004192377196073761
124  资料  0.00418992541994012
125  15米  0.004185571306854695
126  75  0.00416415304503864
127  111  0.004140791410646996
128  20150604  0.004126558895713061
129  回顾  0.004093932393598541
130  中华  0.004080335605335627
131  com  0.004073367171947086
132  国际  0.004072912921634938
133  南京  0.004071675377522421
134  时间  0.004050618265615398
135  上海  0.004049378499742377
136  社会  0.004003419667131111
137  失踪  0.0039971958728156195
138  调查  0.003983492435518863
139  事故现场  0.003937062945674811
140  一刻  0.0038405614611077255
141  困难  0.0038405614611077255
142  失事  0.003807725029545852
143  重庆  0.0038064602892574433
144  新华  0.003788739840624544
145  控制  0.0037722615047758343
146  关注  0.0037621096230728446
147  让出  0.003704842400429838
148  装备  0.003686968977034766
149  8张  0.0036562651842244
150  轮船  0.003635750978571677
151  汇总  0.003635750978571677
152  报道  0.003621626418083622
153  老人  0.003608770947546628
154  救起  0.0035752795738411124
155  dna  0.003557305369657994
156  救生  0.0035326301586873013
157  李白  0.003517081715205548
158  1天  0.0035092995187214495
159  社区  0.0034650991748713454
160  父亲  0.0034311815971487707
161  35年  0.0033879700286927696
162  武汉  0.0033604066332321636
163  生命  0.0033063660113206842
164  观看  0.003293144870791006
165  水域  0.003279907686677259
166  所属  0.0032201396412043725
167  江苏  0.0031774351210517617
168  2天  0.003174760415575296
169  女儿  0.003160037512066919
170  新华社  0.0031562653902182593
171  结束  0.0031439528550780147
172  情况  0.0031439528550780147
173  第一  0.0030928559188885645
174  悲剧  0.0030442173642829785
175  地震  0.003022526922181542
176  水深  0.003019812413471465
177  船员  0.003014381251720557
178  1分钟  0.002988766696610696
179  电视  0.0029762825554905696
180  作业  0.002966735690740532
181  15  0.0029612763248337602
182  七月  0.002887285540975125
183  20  0.0028817830515269855
184  动画  0.002854225040009688
185  娱乐  0.002847323603272496
186  赔偿  0.0028252066649820805
187  死亡  0.002816900038957897
188  不解  0.002755769011439136
189  师傅  0.002750192605305887
190  岁月  0.0027306498719796356
191  国务院  0.0027247259790508464
192  门口  0.002661935823483705
193  387具  0.0026373430345388027
194  2015  0.0026373430345388027
195  瞬间  0.002625272842299712
196  西陆网  0.0026237032623904364
197  65  0.0026224467010184244
198  不明  0.00262103331164681
199  船舶  0.0026097185285267575
200  空中  0.0026040560101379664
201  夜间  0.0025884663707879375
202  搜寻  0.0025813715441517135
203  船底  0.002552937881063311
204  图文  0.002541539881433671
205  完毕  0.0025386881759511845
206  滚动  0.0025215593224613914
207  不当  0.0025158425815830763
208  盘点  0.002510122262672822
209  监利县  0.00249928505220138
210  独家  0.0024929397375949435
211  船舱  0.002487205006119995
212  操作  0.0024714157540091136
213  一名  0.0024699789993481397
214  报警  0.0024699789993481397
215  展开  0.00245991530342234
216  3具  0.0024368701832156656
217  老年人  0.002435234415928437
218  桌椅  0.0024339853717641594
219  画面  0.0024310996288585142
220  平台  0.002426769265065198
221  官兵  0.0024209921739339604
222  46  0.0024181022226981296
223  85岁  0.002414653814756778
224  导致  0.0024050858029043775
225  船上  0.002396397564510626
226  21  0.002389150840725691
227  节目  0.0023760917154727846
228  345  0.002373367287392872
229  72  0.0023470016986419854
230  速度  0.0023397140360909034
231  发布会  0.0023396969652278786
232  哀悼  0.0023280410588479147
233  舱门  0.0023251203595912456
234  自救  0.0023148901454953085
235  10  0.002300254493730131
236  防化  0.0022899947038586424
237  3天  0.0022826587606115767
238  河南  0.00227972262179063
239  搭建  0.002278254174121653
240  1日  0.002278254174121653
241  放置  0.0022694381799859566
242  28  0.0022606130550700976
243  火化  0.002241460419855539
244  分析  0.002234082459101475
245  热点  0.0022311294665491787
246  卫生  0.0022133897010845815
247  情报网  0.0021959579969107103
